"","X","huc12","states","name","areasqkm","areaacres"
"44798","44798","043002010410","CN","Howe-Holmes Creek-English River",83.99,20755.47
"44800","44800","043002010507","CN","Turcot Stream-Chateauguay River",37.55,9278.98
"44801","44801","043100010205","CN,ME","Kokomis River",47.02,11619.77
"44802","44802","043100010702","CN","Gilbert River",63.02,15573.08
"44803","44803","043100010807","CN","Middle Saint Victor Arm",102.14,25238.81
"44804","44804","043002020506","CN","Lake Louise-Saint Francois River",78.53,19405.24
"44805","44805","043100010606","CN","Headwaters Abenaquis River",153.14,37842.02
"44806","44806","043100011002","CN","Farm River",64.72,15991.74
"44807","44807","043002010601","CN","Bean River",59.95,14813.7
"44808","44808","043002010408","CN","Outlet Norton Stream",101.78,25149.71
"44810","44810","043002020505","CN","Duck River",99.62,24616.48
"44811","44811","043100011004","CN","Roy Stream-Chaudiere River",49.3,12182.77
"44812","44812","043100010902","CN","Upper Beaurivage River",102.55,25341.38
"44814","44814","043002020801","CN,VT","Averill Creek",48.3,11934.45
"44815","44815","043002010602","CN","Sturgeon River",102.02,25208.67
"44816","44816","043002020701","CN,VT","Headwaters Tomifobia River",137.54,33987.33
"44818","44818","043100011010","CN","Saint Louis Stream-Chaudiere River",92.81,22933.66
"44819","44819","043002020802","CN,VT","Headwaters Coaticook River",157.8,38993.68
"44820","44820","043002010603","CN","Big Marsh-Chateauguay River",122.94,30378.91
"44821","44821","043002020702","CN,VT","Headwaters Niger River",95.24,23534.63
"44823","44823","043100010302","CN,ME","Headwaters Samson River",46.93,11596.31
"44824","44824","043100010601","CN","Flemish River",47.95,11849.32
"44825","44825","043100010706","CN","Plant River",78.51,19401.38
"44826","44826","043100010605","CN","Watchman River",105.2,25994.56
"44887","44887","190701040108","CN","190701040108",125.36,30976.73
"44895","44895","190701040107","CN","190701040107",93.3,23055.53
"44896","44896","190701040605","CN","190701040605",82.28,20332.78
"44935","44935","043001070206","CN,VT","Leavit Brook-Missisquoi River",97.11,23995.32
"44943","44943","190701040401","CN","190701040401",138.84,34307.56
"44945","44945","043001090204","CN","Mass Creek",99.9,24686.08
"44948","44948","190701041007","CN","190701041007",140.43,34701.51
"44953","44953","042900010401","CN","Little Cataraqui Creek",63.02,15573.08
"44954","44954","042900010306","CN","Mud Creek",59.24,14639.66
"44955","44955","042900010109","CN","Whitefish Island-Loughborough Lake",56.62,13991.86
"44956","44956","042900010112","CN","Inner Harbour-Cataraqui River",154.66,38218.18
"44957","44957","042900010307","CN","Stocking Hill Creek-Gananoque River",95.72,23653.5
"44959","44959","042900010303","CN","Lower Beverley Lake",88.83,21949.29
"44960","44960","042900010503","CN","Lyn Creek-MacIlhennys Creek",60.04,14835.58
"44961","44961","042900010104","CN","Sucker Creek",51.71,12777.67
"44963","44963","042900010202","CN","Leeders Creek",63.46,15681.93
"44964","44964","042900010302","CN","Delta Dam-Upper Beverley Lake",91.42,22589.45
"44965","44965","042900010502","CN","Golden Creek",50.7,12529.35
"44966","44966","042900010601","CN","Butlers Creek",53.02,13101.12
"44967","44967","042900010301","CN","Cooligan Creek",76.07,18796.45
"44968","44968","042900010201","CN","Beales Creek",113,27923.4
"44969","44969","042900010602","CN,NY","Prescott-Saint Lawrence River",207.85,51361.41
"44970","44970","042900080102","CN,NY","Iroquois Dam-Saint Lawrence River",170.37,42099.52
"44972","44972","042900080104","CN,NY","Ogden Island-Saint Lawrence River",97.24,24028.86
"44973","44973","042900080305","CN","South Raisin River",106.74,26375.01
"44974","44974","042900080301","CN","Shaver Drain-Raisin River",77.45,19137.29
"44975","44975","042900080303","CN","Beaver Creek-Raisin River",74.19,18332.51
"44976","44976","042900080202","CN","Hoasic Creek",75.63,18687.39
"44977","44977","042900080204","CN","Aultsville Creek",46.21,11418.18
"44978","44978","042900080607","CN","Ruiseau Gauthier-Gareau-River Delisle",103.07,25468.34
"44979","44979","042900080605","CN","Branche McCuaig-Rivière Delisle",44.74,11056.63
"44980","44980","190701041310","CN","190701041310",52.21,12901.14
"44981","44981","042900070306","CN,NY","Town of Fort Covington-Salmon River",41.4,10230.11
"44998","44998","043001090302","CN,NY,VT","Little River-Richelieu River ",83.4,20609.54
"45011","45011","190701040206","CN","190701040206",161.95,40019.6
"45013","45013","190701040501","CN","190701040501",74.82,18489.17
"45017","45017","043001081505","CN,NY","Bullis Brook-Great Chazy River",147.42,36428.79
"45019","45019","043001081507","CN,NY","Outlet Great Chazy River",47.03,11621.02
"45020","45020","190701040704","CN","190701040704",71.3,17618.66
"45022","45022","190701041305","CN","190701041305",75.71,18708.43
"45024","45024","043001081604","CN,NY,VT","Lake Champlain",922.87,228045.03
"45031","45031","190701041008","CN","190701041008",172.66,42664.93
"45039","45039","043001081203","CN,VT","Mud Creek",25.33,6259.62
"45040","45040","043001090403","CN","Amyot River",102.35,25290.68
"45043","45043","043001090301","CN,NY","Lacolle River",126.19,31182.98
"45047","45047","190701041306","CN","190701041306",71.71,17718.81
"45049","45049","043001081101","CN,VT","Rock River",143.9,35557.31
"45054","45054","043001070105","CN","Brule Creek",44.34,10956.98
"45056","45056","043001081007","CN","Meigs River-Pike River",70.06,17311.4
"45059","45059","043001070207","CN","Ruisseau Alder",42.06,10392.18
"45061","45061","043001070208","CN","Headwaters Sutton River",54.17,13384.69
"45062","45062","042900010305","CN","Gananoque Lake-Gananoque River",89.35,22079.28
"45063","45063","042900010101","CN","Holleford Lake",61.59,15220.44
"45064","45064","042900010204","CN","Wiltse Creek-Mouth",65.98,16304.49
"45065","45065","042900010404","CN","LaRue Creek",61.29,15144.31
"45066","45066","042900010107","CN","Lower Rock Lake",41.78,10323.21
"45067","45067","042900010110","CN","Big Island-Loughborough Lake",82.9,20484.15
"45068","45068","042900010111","CN","Cranberry Lake-Cataraqui River",112.89,27894.62
"45069","45069","042900010105","CN","Buck Lake",54.82,13547.08
"45070","45070","042900010102","CN","Kingsford Lake",70.36,17386.36
"45071","45071","042900010501","CN","Caintown-Jones Creek",61.77,15264.1
"45072","45072","042900010304","CN","Beaver Rock Rapids-Gananoque River",75.79,18729.32
"45073","45073","042900010103","CN","Devil Lake",44.98,11114.32
"45074","45074","042900010108","CN","Whitefish Lake",93.55,23116.37
"45075","45075","042900010504","CN","Mud Creek-Jones Creek",53.53,13226.88
"45076","45076","042900010203","CN","Charleston Lake",109.91,27160.34
"45077","45077","042900010106","CN","Indian Lake",118.89,29377.52
"45078","45078","043001070107","CN,VT","Beetle Brook-Missisquoi River",73.8,18235.5
"45079","45079","043001081001","CN,VT","Heawaters Pike River",109.38,27029.56
"45080","45080","043001070210","CN,VT","Lucas Brook-Missisquoi River",140.54,34729.29
"45081","45081","043001081005","CN,VT","Groat Creek",83.68,20678.44
"45082","45082","043001070106","CN,VT","Mud Creek",104.15,25735.82
"45083","45083","043001081102","CN,VT","Carman Brook-Missisquoi Bay",185.77,45905.24
"45084","45084","043001070209","CN,VT","Outlet Sutton River",73.9,18260.01
"45086","45086","043001090201","CN,NY","Headwaters Acadie River",127.12,31411.84
"45087","45087","043001081004","CN","Furnace Creek-Pike River",65.76,16249.87
"45088","45088","043001070204","CN","Lower Missisquoi North River",48.88,12079.66
"45089","45089","043001081009","CN","Ewing Creek-Pike River",77.12,19056.64
"45090","45090","043001081006","CN","Walbridge Creek",31.56,7798.4
"45091","45091","043001081003","CN","North Pike River",58.14,14366.25
"45155","45155","190701020410","CN","190701020410",149.53,36949.34
"45158","45158","190701020605","CN","190701020605",132.74,32801.44
"45183","45183","190701040701","CN","190701040701",130.87,32338.58
"45185","45185","190701040608","CN","190701040608",98.54,24350.58
"45192","45192","190701040502","CN","190701040502",71.91,17770.16
"45194","45194","190701040607","CN","190701040607",115.93,28647.86
"45196","45196","190701040703","CN","190701040703",41.37,10223.05
"45241","45241","190701041311","CN","190701041311",182.24,45031.61
"45254","45254","190701040802","CN","190701040802",51.16,12641.88
"45257","45257","190701041001","CN","190701041001",116.68,28833.26
"45316","45316","190701020408","CN","190701020408",139.26,34412.73
"45319","45319","190701020409","CN","190701020409",77.09,19049.02
"45321","45321","190701020406","CN","190701020406",43.5,10748.89
"45325","45325","190701040609","CN","190701040609",122.18,30191.94
"45328","45328","190701041005","CN","190701041005",52.65,13009.53
"45335","45335","042400020101","CN,MI","Drummond Island",1354.42,334684
"45352","45352","190701041102","CN","190701041102",115.05,28428.26
"45360","45360","042400010000","CN","Manitoulin Island",2887.67,713558.14
"45429","45429","190704030407","CN","190704030407",142.36,35178.04
"45432","45432","190704031406","CN","190704031406",62.55,15457.53
"45454","45454","190704031405","CN","190704031405",50.25,12416.41
"45459","45459","190704030408","CN","190704030408",48.73,12041.27
"45461","45461","190704031104","AK,CN","Deep Creek",46.72,11543.61
"45469","45469","190704031203","AK,CN","190704031203",54.03,13351.3
"45578","45578","042200030000","CN","Severn River-Lake Simcoe",6025.46,1488922.21
"45579","45579","042702020000","CN","Gull River",3248.6,802745.05
"45777","45777","190701010203","CN","190701010203",135.46,33473.1
"45779","45779","190701010307","CN","190701010307",56.02,13842.26
"45781","45781","190701040601","CN","190701040601",39.72,9813.99
"45782","45782","190701011104","CN","190701011104",64.81,16013.8
"45784","45784","190701011102","AK,CN","190701011102",133.16,32903.38
"45791","45791","190701040302","CN","190701040302",128.13,31660.67
"45799","45799","190701041205","CN","190701041205",144.24,35642.6
"45822","45822","190701041202","CN","190701041202",56.09,13859.58
"45831","45831","043100010603","CN","Burnt Stream",55.47,13706.89
"45868","45868","010100060302","CN","Headwaters Daaquam River",66.09,16329.96
"45888","45888","010100060301","CN","Riviere a la Roche",83.91,20733.44
"45903","45903","043100010602","CN","Upper Famine River",129.35,31962.59
"45918","45918","042900080403","CN,NY","Ile Christatie-Saint Lawrence River",180.26,44542.68
"45930","45930","043002010303","CN,NY","Briggs Creek-Beaver Creek",90.16,22279.32
"46240","46240","190701020504","CN","190701020504",130.34,32207.86
"46245","46245","190701020601","CN","190701020601",52.9,13072.82
"46247","46247","190701040904","CN","190701040904",158.73,39222.92
"46251","46251","190701041101","CN","190701041101",113.22,27976.82
"46285","46285","190701020503","CN","190701020503",61.58,15217.05
"46286","46286","190701030202","CN","190701030202",73.49,18160.41
"46288","46288","190701040903","CN","190701040903",86.33,21332.56
"46290","46290","190701030310","CN","190701030310",149.53,36950.4
"46291","46291","190701030504","CN","190701030504",109.4,27032.09
"46292","46292","190701030602","CN","190701030602",64.13,15845.83
"46293","46293","190104050201","AK,CN","Augusta Glacier",30.51,7538.17
"46307","46307","190701011201","CN","190701011201",53.18,13140.39
"46309","46309","190701010604","CN","190701010604",69.53,17181.48
"46310","46310","190701010603","AK,CN","190701010603",115.94,28650.13
"46311","46311","190701010605","CN","190701010605",64.18,15860.25
"46312","46312","190701010701","CN","190701010701",131.87,32585.01
"46313","46313","190701020301","CN","190701020301",78.2,19323.57
"46314","46314","190701010601","CN","190701010601",130.58,32266.22
"46315","46315","190701010602","AK,CN","190701010602",167.59,41413.4
"46316","46316","190701020102","AK,CN","190701020102",51.79,12798.55
"46317","46317","190701030201","CN","190701030201",48.41,11963.28
"46318","46318","190701011202","CN","190701011202",49.98,12349.78
"46319","46319","190701010702","CN","190701010702",84.04,20767.07
"46320","46320","190701011105","CN","190701011105",75.06,18546.92
"46321","46321","190701010805","CN","190701010805",137.51,33979.7
"46322","46322","190701010803","CN","190701010803",154.98,38296.59
"46323","46323","190701011106","CN","190701011106",56.65,13997.53
"46324","46324","190701011205","CN","190701011205",54.53,13475.58
"46325","46325","190701010501","CN","190701010501",53.32,13175.58
"46326","46326","190701010905","CN","190701010905",106.56,26332.7
"46327","46327","190701011107","CN","190701011107",360.66,89120.51
"46328","46328","190701010906","CN","190701010906",104.63,25854.67
"46329","46329","190701010902","CN","190701010902",44.52,11001.84
"46330","46330","190701010904","CN","190701010904",314.23,77647.07
"46331","46331","190701011002","CN","190701011002",119.04,29415.51
"46332","46332","190701010901","CN","190701010901",70.45,17408.25
"46333","46333","190701011001","CN","190701011001",126.28,31204.56
"46334","46334","190701010502","CN","190701010502",126.96,31372.91
"46335","46335","190701011204","CN","190701011204",108.51,26814.26
"46336","46336","190701010401","CN","190701010401",77.84,19233.5
"46337","46337","190701010402","CN","190701010402",146.37,36169.85
"46338","46338","190701010201","CN","190701010201",90.69,22409.53
"46339","46339","190701010202","CN","190701010202",109.47,27050.11
"46340","46340","190701011206","CN","190701011206",1354.7,334754.44
"46341","46341","190701010801","CN","190701010801",53.91,13320.23
"46342","46342","190701011103","CN","190701011103",79.19,19569.08
"46343","46343","190701010804","CN","190701010804",120.05,29665.49
"46344","46344","190701011203","CN","190701011203",47.73,11795.48
"46345","46345","190701010802","CN","190701010802",180.26,44542.98
"46346","46346","190701010903","CN","190701010903",41.61,10281.97
"46350","46350","190701030706","CN","190701030706",46.31,11442.67
"46364","46364","190701030609","CN","190701030609",60.63,14982.24
"46369","46369","190701030102","CN","190701030102",125.26,30951.52
"46370","46370","190701040504","CN","190701040504",197.01,48681.69
"46371","46371","190701040801","CN","190701040801",119.1,29429.97
"46372","46372","190701030701","CN","190701030701",52.51,12974.38
"46373","46373","190701030308","CN","190701030308",29.4,7265.63
"46374","46374","190701030204","CN","190701030204",147.15,36362.22
"46375","46375","190701030104","CN","190701030104",78.76,19462.41
"46376","46376","190701030203","CN","190701030203",49.58,12251.04
"46377","46377","190701030105","CN","190701030105",57.31,14161.44
"46378","46378","190701030304","CN","190701030304",69.27,17116.28
"46379","46379","190701030301","CN","190701030301",96.01,23724.95
"46380","46380","190701030302","CN","190701030302",67.42,16661.04
"46381","46381","190701030403","CN","190701030403",222.07,54875.55
"46382","46382","190701030401","CN","190701030401",47.91,11838.82
"46383","46383","190701040905","CN","190701040905",133.44,32974.38
"46384","46384","190701030101","CN","190701030101",52.44,12957.77
"46385","46385","190701041201","CN","190701041201",48.07,11879.37
"46386","46386","190701030402","CN","190701030402",65.82,16264.97
"46387","46387","190701030307","CN","190701030307",81.88,20232.48
"46388","46388","190701030309","CN","190701030309",68.63,16959.29
"46389","46389","190701030303","AK,CN","190701030303",84.04,20766.76
"46390","46390","190701030709","CN","190701030709",46.9,11588.9
"46391","46391","190701030711","CN","190701030711",1600.58,395511.87
"46392","46392","190701030702","CN","190701030702",54.64,13501.64
"46393","46393","190701030306","CN","190701030306",123.61,30544.71
"46394","46394","190701030501","CN","190701030501",53.53,13228.4
"46395","46395","190701030305","CN","190701030305",78.56,19412.35
"46396","46396","190701030705","CN","190701030705",97.54,24102.46
"46397","46397","190701030503","CN","190701030503",57.88,14302.91
"46398","46398","190701030704","CN","190701030704",52.18,12892.76
"46399","46399","190701030502","CN","190701030502",123.48,30513.29
"46400","46400","190701030603","CN","190701030603",116.37,28755.32
"46401","46401","190701030604","CN","190701030604",61.67,15238.82
"46402","46402","190701030601","AK,CN","190701030601",82.91,20486.3
"46403","46403","190701030707","CN","190701030707",79.48,19639.86
"46404","46404","190701030606","CN","190701030606",79.5,19645.82
"46405","46405","190701030703","CN","190701030703",45.82,11321.56
"46406","46406","190701041203","CN","190701041203",135.36,33448.32
"46407","46407","190701010204","CN","190701010204",109.03,26941.89
"46408","46408","190701010101","CN","190701010101",135.93,33589.47
"46409","46409","190701030605","CN","190701030605",93.38,23075.4
"46410","46410","190701030607","CN","190701030607",45.4,11218.58
"46411","46411","190701030610","CN","190701030610",296.83,73348.54
"46412","46412","190701030608","CN","190701030608",114.37,28261.71
"46413","46413","190701040901","CN","190701040901",133.18,32909.4
"46414","46414","190701040803","CN","190701040803",146.39,36173.34
"46415","46415","190701040902","CN","190701040902",91.06,22500.77
"46416","46416","190701010308","CN","190701010308",107.92,26668.62
"46417","46417","190701010304","CN","190701010304",172.34,42587.3
"46418","46418","190701010303","CN","190701010303",62.8,15517.89
"46419","46419","190701010301","CN","190701010301",154.38,38148.29
"46420","46420","190701041307","CN","190701041307",116.28,28733.92
"46421","46421","190701010306","CN","190701010306",203.04,50172.1
"46422","46422","190701020202","AK,CN","190701020202",55.15,13628.04
"46423","46423","190701020103","CN","190701020103",68.42,16907.03
"46424","46424","190701020101","AK,CN","190701020101",107.01,26441.88
"46425","46425","190701020405","CN","190701020405",51.48,12721.34
"46426","46426","190701020201","AK,CN","190701020201",43.11,10651.82
"46427","46427","190701020203","CN","190701020203",153.74,37990.02
"46428","46428","190701020302","CN","190701020302",83.79,20704.5
"46429","46429","190701020702","CN","190701020702",107.68,26609.43
"46430","46430","190701020303","CN","190701020303",39.66,9800.09
"46431","46431","190701020304","CN","190701020304",126.88,31351.61
"46432","46432","190701040603","CN","190701040603",41.84,10338.42
"46433","46433","190701040103","CN","190701040103",64.63,15970.7
"46434","46434","190701040101","CN","190701040101",52.47,12964.81
"46435","46435","190701040203","CN","190701040203",89.25,22055.13
"46436","46436","190701040204","CN","190701040204",40.29,9955.09
"46437","46437","190701020505","CN","190701020505",81.93,20246.35
"46438","46438","190701040205","CN","190701040205",94.12,23257.91
"46439","46439","190701040104","CN","190701040104",40.11,9910.75
"46440","46440","190701041302","CN","190701041302",59.09,14600.92
"46441","46441","190701020403","CN","190701020403",116.12,28692.91
"46442","46442","190701020603","CN","190701020603",120.13,29683.78
"46443","46443","190701040604","CN","190701040604",225.15,55636.29
"46444","46444","190701040105","CN","190701040105",57.26,14148.32
"46445","46445","190701040301","CN","190701040301",87.96,21734.92
"46446","46446","190701041309","CN","190701041309",191.07,47213.19
"46447","46447","190701040503","CN","190701040503",69.27,17117.88
"46448","46448","190701041304","CN","190701041304",53.66,13258.73
"46450","46450","190701041002","CN","190701041002",104.26,25763.57
"46451","46451","190701040702","CN","190701040702",50.78,12547.96
"46452","46452","190701020501","CN","190701020501",180.45,44589.53
"46577","46577","190704030401","CN","190704030401",95.75,23661.37
"46583","46583","190704030402","CN","190704030402",63.41,15669.5
"46586","46586","190704030301","CN","190704030301",116.27,28731.46
"46590","46590","190704031503","CN","190704031503",111.95,27664.04
"46600","46600","190704031403","CN","190704031403",121.83,30104.32
"46629","46629","190704030403","CN","190704030403",161.31,39860.68
"46630","46630","190704030405","CN","190704030405",101.9,25179.81
"46632","46632","190704031105","AK,CN","190704031105-North Ladue River",164.86,40738.76
"46633","46633","190704031103","AK,CN","Big Creek",120.32,29731.62
"46635","46635","190704031401","CN","190704031401",53.94,13328.54
"46636","46636","190704031005","AK,CN","190704031005-North Ladue River",127.75,31567.69
"46638","46638","190704031502","CN","190704031502",123.72,30570.78
"46640","46640","190704031002","CN","190704031002",90.28,22307.75
"46641","46641","190704030204","CN","190704030204",128.44,31738.81
"46642","46642","190704031301","CN","190704031301",119.67,29570.01
"46643","46643","190704030202","CN","190704030202",129.21,31928.63
"46644","46644","190704030411","CN","190704030411",280.75,69374.58
"46645","46645","190704031604","CN","190704031604",402.3,99409.24
"46646","46646","190704031202","AK,CN","190704031202-North Ladue River",81.23,20072.75
"46647","46647","190704031204","AK,CN","190704031204-North Ladue River",72.98,18034.88
"46648","46648","190704031404","CN","190704031404",91.04,22497.55
"47430","47430","190104020902","AK,CN","Quintino Sella Glacier",437.86,108196.93
"47772","47772","190104051102","AK,CN","190104051102-Mount Duff",80.65,19928.17
"47786","47786","190104020903","AK,CN","Columbus Glacier",206.47,51019.65
"47798","47798","190104020206","AK,CN","Tyndall Glacier",200.44,49529.75
"47801","47801","190104051101","AK,CN","Art Lewis Glacier",184.59,45614.19
"47804","47804","190104050203","AK,CN","Mount Owen-Seward Glacier",123.18,30438.55
"47805","47805","190104050302","AK,CN","Marvine Glacier",163.16,40317.75
"47807","47807","190104051002","AK,CN","Alverstone Glacier",162.38,40124.26
"47809","47809","190104051103","AK,CN","Mount Herbert-East Nunatak Glacier",201.93,49897.45
"47836","47836","190104050702","CN","190104050702",293.58,72544.98
"47998","47998","190104050804","CN","190104050804",166.75,41204.73
"48010","48010","190104051001","CN","190104051001",174.59,43140.93
"48011","48011","190104050801","CN","190104050801",177.81,43937.47
"48012","48012","190104050802","CN","190104050802",131.63,32525.8
"48013","48013","190104050803","CN","190104050803",263.92,65216.47
"48014","48014","190104050805","CN","190104050805",349.23,86296.12
"48015","48015","190104050701","CN","190104050701",139.6,34495.71
"48021","48021","190104050600","CN","190104050600",598.86,147981.77
"48022","48022","190104050100","AK,CN","190104050100",1817.52,449117.42
"48023","48023","190104051003","AK,CN","190104051003",360.31,89034.69
"48024","48024","190104050202","AK,CN","Cascade Glacier",47.46,11728.79
"48025","48025","190104050403","AK,CN","Agassiz Glacier",227.26,56158.23
"48026","48026","190104050806","AK,CN","Mount Vancouver-Hubbard Glacier",528.87,130686.69
"48028","48028","190104050901","AK,CN","190104050901-Mount Vancouver",110.58,27323.86
"48036","48036","190104051004","AK,CN","190104051004-Hubbard Glacier",100.6,24858.43
"48265","48265","190201030205","AK,CN","Logan Glacier",1213.39,299833.88
"48285","48285","190201030106","AK,CN","Walsh Glacier",359.44,88820.05
"48286","48286","190201030310","AK,CN","190201030310",43.84,10832.33
"48295","48295","190104020901","CN","190104020901",150.51,37191.71
"48441","48441","190201030201","AK,CN","190201030201",115.44,28524.68
"48453","48453","190201030304","AK,CN","190201030304",134.54,33246.58
"48471","48471","090100080501","CN","Thompson Lake",135.61,33510.08
"48475","48475","090100070101","CN","Osage Provincial Wildlife Refuge",83.61,20659.59
"48476","48476","090300030401","CN","Graham Lake",65.64,16219.05
"48482","48482","090300030404","CN","Hogarth Lake",81.6,20163.83
"48489","48489","090203190000","CN","La Salle River",2415.02,596765.13
"48506","48506","190201030202","AK,CN","190201030202",213.79,52829.81
"49068","49068","190101070702","CN","Pearse Island-Frontal Portland Canal",122.19,30192.69
"49069","49069","190101070703","CN","Wales Island-Frontal Pearse Canal",38.48,9508.31
"49121","49121","190101070309","CN","Lower Work Channel",115.36,28506.23
"49122","49122","190101070402","CN","Matheson Creek-Frontal Portland Canal",46.05,11378.86
"49123","49123","190101070403","CN","190101070403-Frontal Nasoga Gulf",60.11,14853.79
"49124","49124","190101070407","CN","Somerville Island",55.61,13741.93
"49125","49125","190101070701","CN","Pearse Island-Frontal Pearse Canal",101.11,24985.1
"49127","49127","190101070103","CN","Lower Ksi X'anmas",128.43,31735.07
"49128","49128","190101070404","CN","Union Creek",62.77,15511.01
"49130","49130","190101070206","CN","Upper Khutzeymateen Inlet",92.84,22942.31
"49131","49131","190101070301","CN","Lachmach River",41.68,10298.65
"49132","49132","190101070305","CN","Thulme River",73.95,18272.55
"49133","49133","190101070304","CN","Toon River",87.6,21646.65
"49135","49135","190101070303","CN","190101070303",45.09,11141.85
"49136","49136","190101070307","CN","Ensheshese River",62.92,15547.2
"49137","49137","190101070205","CN","Larch Crreek",42.77,10568.34
"49138","49138","190101070204","CN","Khutzeymateen River",132.29,32690.14
"49140","49140","190101070203","CN","Lower Kateen River",92.68,22901.63
"49141","49141","190101070201","CN","Carm Creek",41.96,10367.98
"49143","49143","190101070207","CN","Mouse Creek",43.01,10627.07
"49144","49144","190101070102","CN","Talahaat Creek",46.07,11385.03
"49145","49145","190101070101","CN","Upper Ksi X'anmas",146.86,36290.71
"49146","49146","190101070202","CN","Upper Kateen River",104.71,25875.05
"49147","49147","190101070208","CN","Lower Khutzeymateen Inlet",139.63,34503.83
"49148","49148","190101070405","CN","Union Inlet",37.96,9378.97
"49149","49149","190101070302","CN","Upper Work Channel",155.42,38405.64
"49150","49150","190101070308","CN","Middle Work Channel",90.64,22397.48
"49151","49151","190101070306","CN","Quottoon Inlet",107.79,26634.94
"49152","49152","190101070704","CN","Wales Island-Frontal Portland Canal",58.46,14446.11
"49153","49153","190101070401","CN","Ashington Range-Frontal Portland Canal",54.34,13427.21
"49154","49154","190101070406","CN","Keemein Point-Frontal Steamer Passage",55.07,13609.01
"49834","49834","190801081001","AK,CN","Sunaghun Creek",130.83,32329.09
"49953","49953","190801061405","CN","190801061405",62.84,15528.48
"50141","50141","190801081002","AK,CN","Fred Creek",41.46,10245.68
"50267","50267","190801061403","CN","190801061403",107.54,26574.81
"50291","50291","190801061201","CN","190801061201",65.26,16126.82
"50334","50334","190801080201","CN","190801080201-Bluefish River",111.36,27517.65
"50386","50386","190801061204","CN","190801061204",136.43,33712.05
"50550","50550","042701010808","CN,NY","Niagara Falls-Niagara River",73.54,18173.26
"50552","50552","042701010807","CN,NY","Gill Creek-Niagara River",49.75,12294.31
"50554","50554","042701010802","CN,NY","Frenchman's Creek-Niagara River",61.27,15140.01
"50556","50556","190103020107","CN","190103020107",163.51,40403.38
"50557","50557","190103020101","AK,CN","Mount Turner",105.15,25982.13
"50558","50558","190103020106","CN","190103020106",58.95,14567.94
"50559","50559","190103020105","CN","190103020105",41.02,10135.85
"50560","50560","190103020201","AK,CN","Mount Root-Grand Pacific Glacier",158.46,39155.52
"50561","50561","190103020202","AK,CN","Mount Forde-Grand Pacific Glacier",125.28,30957.11
"50562","50562","190103020104","AK,CN","190103020104",138.98,34343.89
"50564","50564","190103020701","AK,CN","190103020701-Carroll Glacier",169.58,41904.68
"50566","50566","190102080101","AK,CN","Upper Baird Glacier",258.75,63938.6
"50568","50568","190102070801","AK,CN","Headwaters Katete River",136.3,33680.11
"50569","50569","190101050106","CN","190101050106",88.85,21954.43
"50571","50571","190201030303","CN","190201030303",43.73,10805.84
"50573","50573","190103030201","AK,CN","Headwaters Skagway River",94.92,23455.18
"50574","50574","190103040402","AK,CN","Sittakanay River",88.78,21937.72
"50575","50575","190201030302","CN","190201030302",54.21,13396.36
"50576","50576","190102061101","AK,CN","190102061101-Sawyer Glacier",159.67,39456.32
"50578","50578","190101050201","CN","190101050201",70.85,17508.46
"50579","50579","190101050203","AK,CN","190101050203",126.69,31305.67
"50580","50580","190101050207","AK,CN","190101050207",80.34,19853.34
"50581","50581","190101050202","CN","190101050202",84.25,20817.83
"50582","50582","190101050208","CN","190101050208",130.2,32174.25
"50583","50583","190101050204","CN","190101050204",87.3,21573.23
"50584","50584","190101050205","CN","190101050205",64.84,16021.11
"50585","50585","190101050105","CN","190101050105",62.61,15470.14
"50586","50586","190101050107","CN","190101050107",52.99,13093.56
"50587","50587","190101050104","CN","190101050104",95.81,23676.37
"50589","50589","190201030104","CN","190201030104",92.09,22755.27
"50595","50595","190201030105","CN","190201030105",40.23,9942.18
"50597","50597","190101050103","CN","190101050103",69.15,17086.22
"50598","50598","190101050206","CN","190101050206",128.29,31701.77
"50599","50599","190101050108","CN","190101050108",140.99,34839.85
"50601","50601","190101050101","CN","190101050101",91.91,22711.15
"50602","50602","190101050102","CN","190101050102",126.38,31229.67
"50603","50603","190101050401","AK,CN","190101050401",55.58,13735.01
"50604","50604","190101050302","AK,CN","Lava Fork",95.42,23579.33
"50606","50606","190101050301","AK,CN","Upper Blue River",99.54,24595.77
"50607","50607","042900080402","CN,NY","Cornwall Island-Saint Lawrence River",153.86,38019.02
"50608","50608","042900080705","CN","Riviere Saint-Louis",189.52,46831.43
"50612","50612","042900080406","CN","Lac Saint-Francois-Saint Lawrence River",206.67,51069.87
"50614","50614","042900080704","CN","Ruisseau Chamberry",28.49,7040.17
"50615","50615","190201030301","CN","190201030301",55.4,13689.48
"50616","50616","190201030103","CN","190201030103",305.48,75484.77
"50617","50617","042900080701","CN","Pointe Beaudette-Saint Lawrence River",128.61,31780.65
"50619","50619","042900080703","CN","Riviere a la Graisse",42.49,10498.33
"50620","50620","190201030101","CN","190201030101",45.28,11188.6
"50621","50621","042900080706","CN","Canal de Beauhamois-Fleuve Saint-Laurent",227.21,56144.41
"50625","50625","190201030102","CN","190201030102",232.78,57520.36
"50629","50629","190201030306","AK,CN","Mount George",177.65,43899.2
"50630","50630","190104050204","AK,CN","Seward Glacier",233.3,57648.5
"50651","50651","190201030312","AK,CN","190201030312-Chitina Glacier",425.94,105251.97
"50652","50652","190201030308","AK,CN","190201030308-Anderson Glacier",84.32,20837.06
